"","player_api_id","overall_rating","player_name","matches_played","leagues_played","gk"
"2007",104388,58,"Cyprien Baguette,23",24,1,292
"2008",40687,67,"Cyriaque Louvion",27,1,39
"2009",307015,66,"Cyriaque Rivieyran",3,1,56
"2010",526230,65,"Cyriel Dessers",4,1,58
"2011",26325,66,"Cyril Jeunechamp",85,1,44
"2012",26289,75,"Cyril Rool",21,1,140
"2013",38920,77,"Cyril Thereau",199,2,47
"2014",46224,67,"Cyrille Merville",19,1,336
"2015",110113,65,"Daan Bovenberg",90,1,53
"2016",282011,60,"Daan Disveld",1,1,50
"2017",279105,61,"Daan Smith",14,1,53
"2018",39878,67,"Daan van Gijseghem",46,1,49
"2019",512747,70,"Dabney Dos Santos",42,1,56
"2020",96615,67,"Dady",35,2,60
"2021",559029,57,"Daimy Deflem",1,1,45
"2022",30526,69,"Daisuke Matsui",51,2,51
"2023",522750,71,"Dalbert",23,1,43
"2024",611840,69,"Dalcio Gomes",9,1,46
"2025",356400,57,"Dale Carrick",20,1,46
"2026",161012,79,"Daley Blind",163,2,55
"2027",514806,74,"Daley Sinkgraven",44,1,63
"2028",12320,60,"Dalibor Pleva",23,1,47
"2029",33967,65,"Dalibor Stevanovic",78,2,56
"2030",77813,69,"Dalibor Veselinovic",60,1,69
"2031",38837,71,"DaMarcus Beasley",12,1,43
"2032",101969,76,"Dame N'Doye",18,1,60
"2033",132830,56,"Damian Bellon",12,1,120
"2034",433760,53,"Damian Ciechanowski",3,1,41
"2035",196238,68,"Damian Dabrowski",97,1,43
"2036",56867,72,"Damian Escudero",10,1,60
"2037",429845,51,"Damian Garbacik",2,1,56
"2038",173393,64,"Damian Hops Chmiel",77,1,52
"2039",309892,54,"Damian Jakubik",6,1,56
"2040",443987,60,"Damian Kugiel",1,1,57
"2041",113794,61,"Damian Leandro Casalinuovo",22,1,42
"2042",38952,67,"Damian Macaluso Rojas",37,1,115
"2043",195335,76,"Damian Suarez",111,1,56
"2044",465828,54,"Damian Szymanski",11,1,64
"2045",24423,58,"Damian Tixier",39,2,56
"2046",208315,66,"Damian Zbozien",66,1,60
"2047",27669,65,"Damiano Ferronetti",32,1,41
"2048",179206,63,"Damiano Schet",22,1,60
"2049",190971,67,"Damiano Zanon",21,1,56
"2050",27732,65,"Damiano Zenoni",14,1,65
"2051",46726,75,"Damien Da Silva",63,1,53
"2052",23030,74,"Damien Delaney",97,1,52
"2053",34574,71,"Damien Duff",139,1,59
"2054",473859,64,"Damien Dussaut",13,1,60
"2055",42147,48,"Damien Germanier",1,1,114
"2056",26290,66,"Damien Gregorini",77,1,326
"2057",38434,58,"Damien Lahaye",7,1,290
"2058",172610,67,"Damien Le Tallec",1,1,48
"2059",93347,70,"Damien Marcq",107,2,62
"2060",46004,59,"Damien Miceli",1,1,127
"2061",26345,72,"Damien Perquis",143,2,60
"2062",93348,70,"Damien Perrinelle",8,1,55
"2063",40701,64,"Damien Plessis",19,3,53
"2064",95977,60,"Damien Rascle",3,1,290
"2065",71472,60,"Damien Tiberi",18,1,40
"2066",25770,57,"Damir Dzombic",3,1,121
"2067",38247,62,"Damir Mirvic",34,1,118
"2068",27502,66,"Damir Vrancic",9,1,60
"2069",196186,66,"Damjan Djokovic",29,2,48
"2070",243440,59,"Dammyano Grootfaam",2,1,44
"2071",46810,71,"Dan Gosling",42,1,56
"2072",321020,65,"Dan Mori",9,1,63
"2073",249761,70,"Dan Nistor",1,1,49
"2074",299380,59,"Dan Twardzik",30,1,293
"2075",46392,66,"Dani Abalo",6,1,52
"2076",151058,69,"Dani Benitez",38,1,47
"2077",183497,69,"Dani Castellano",25,1,53
"2078",56846,70,"Dani Estrada",56,1,64
"2079",92527,67,"Dani Fernandez",43,2,64
"2080",433311,74,"Dani Garcia",69,1,51
"2081",183348,73,"Dani Hernandez",24,1,367
"2082",43282,67,"Dani Mallo",15,1,332
"2083",580704,70,"Dani Ndi",10,1,48
"2084",280528,69,"Dani Nieto",1,1,58
"2085",429893,69,"Dani Quintana",48,1,46
"2086",180270,62,"Dani Sanchez",3,1,45
"2087",174634,68,"Dani Schahin",19,1,54
"2088",295212,65,"Dani Sotres",1,1,325
"2089",163897,61,"Dani",24,1,51
"2090",25984,77,"Daniel Agger",125,1,62
"2091",33988,84,"Daniel Alves",225,1,38
"2092",436036,70,"Daniel Amartey",1,1,62
"2093",33018,74,"Daniel Aranzubia",141,1,373
"2094",181379,72,"Daniel Ayala",8,1,54
"2095",37319,79,"Daniel Baier",162,1,41
"2096",212873,62,"Daniel Batz",1,1,314
"2097",56932,64,"Daniel Beichler",3,1,39
"2098",215166,58,"Daniel Boateng",1,1,39
"2099",78142,56,"Daniel Brezny",1,1,113
"2100",37342,64,"Daniel Brinkmann",8,1,49
"2101",94915,74,"Daniel Brosinski",62,1,56
"2102",35828,68,"Daniel Brueckner",23,1,48
"2103",317277,54,"Daniel Bujok",2,1,52
"2104",188058,69,"Daniel Burn",6,1,53
"2105",188498,78,"Daniel Caligiuri",112,1,55
"2106",67940,60,"Daniel Calvo",8,1,131
"2107",40957,70,"Daniel Candeias",102,2,53
"2108",40940,80,"Daniel Carrico",137,3,66
"2109",282674,82,"Daniel Carvajal",100,2,65
"2110",531629,74,"Daniel Ceballos",22,1,63
"2111",37967,65,"Daniel Chavez",13,1,56
"2112",42052,72,"Daniel Ciofani",33,1,55
"2113",26399,74,"Daniel Congre",262,1,48
"2114",26143,76,"Daniel Cousin,20",20,2,112
"2115",36852,65,"Daniel Cruz",37,1,43
"2116",177698,65,"Daniel Davari",38,2,330
"2117",37684,66,"Daniel de Ridder",55,3,46
"2118",432389,60,"Daniel De Silva",1,1,49
"2119",260486,62,"Daniel Devine",59,1,39
"2120",141145,79,"Daniel Didavi",67,1,53
"2121",21213,55,"Daniel Dunst",9,1,51
"2122",282168,63,"Daniel Dziwniel",46,2,54
"2123",150065,65,"Daniel Elias Araujo Maykon",50,1,59
"2124",93218,56,"Daniel Fanger",8,1,59
"2125",31299,67,"Daniel Fernandes",32,1,334
"2126",535957,64,"Daniel Follonier",21,1,50
"2127",23823,68,"Daniel Fox",45,2,54
"2128",24744,66,"Daniel Gabbidon",69,1,53
"2129",175806,60,"Daniel Galbraith",15,1,49
"2130",196126,70,"Daniel Gimenez",14,1,346
"2131",177720,77,"Daniel Ginczek",33,1,56
"2132",38759,70,"Daniel Graham",76,1,53
"2133",33778,71,"Daniel Guiza",15,1,46
"2134",30919,64,"Daniel Gygax",90,2,64
"2135",29303,70,"Daniel Haas",33,1,343
"2136",24138,71,"Daniel Halfar",29,1,63
"2137",172768,67,"Daniel Hoeegh",10,1,53
"2138",39843,65,"Daniel Imhof",70,2,44
"2139",33768,77,"Daniel Jarque",36,1,133
"2140",26257,68,"Daniel Jensen",18,2,35
"2141",150018,61,"Daniel Kabir Mustafa",19,1,129
"2142",256968,57,"Daniel Kaufmann",21,1,59
"2143",40600,66,"Daniel Kome",19,1,44
"2144",40523,72,"Daniel Larsson",38,1,56
"2145",42231,63,"Daniel Lopar",147,1,314
"2146",388793,63,"Daniel Lopez",5,1,46
"2147",277935,66,"Daniel Lukasik",52,1,57
"2148",30425,66,"Daniel Majstorovic",47,1,40
"2149",157249,59,"Daniel Mojsov",9,1,62
"2150",33599,70,"Daniel Moreira",33,1,42
"2151",39994,68,"Daniel Niculae",83,1,62
"2152",40103,69,"Daniel Omoya Braaten",95,1,55
"2153",111858,73,"Daniel Opare",39,2,50
"2154",40846,57,"Daniel Oprita",12,1,43
"2155",208710,57,"Daniel Panizzolo",20,1,49
"2156",75307,82,"Daniel Parejo",167,1,48
"2157",114664,65,"Daniel Pavlovic",137,2,61
"2158",522576,67,"Daniel Pinillos",9,1,54
"2159",295060,60,"Daniel Potts",1,1,49
"2160",43158,67,"Daniel Pudil",86,2,56
"2161",282295,62,"Daniel Redmond",21,1,56
"2162",207118,71,"Daniel Royer",1,1,52
"2163",97734,74,"Daniel Schwaab",166,1,50
"2164",32088,64,"Daniel Seaborne",49,1,45
"2165",27371,62,"Daniel Sikorski",39,2,46
"2166",291107,57,"Daniel Soares Brites",1,1,48
"2167",51553,83,"Daniel Sturridge",100,1,49
"2168",28110,64,"Daniel Swanson",70,1,51
"2169",39498,71,"Daniel Tozser",96,2,56
"2170",66891,59,"Daniel Unal",1,1,46
"2171",33085,78,"Daniel van Buyten",96,1,51
"2172",74169,77,"Daniel Wass",157,2,56
"2173",193176,70,"Daniel Williams",41,1,48
"2174",33285,61,"Daniel Ziebig",27,1,59
"2175",195413,78,"Daniele Baselli",54,1,49
"2176",34952,76,"Daniele Bonera",104,2,15
"2177",42387,70,"Daniele Cacia",14,1,63
"2178",41536,71,"Daniele Capelli",60,1,37
"2179",24405,72,"Daniele Conti",196,1,20
"2180",39556,70,"Daniele Corvia",18,1,51
"2181",41540,74,"Daniele Croce",54,1,51
"2182",30682,82,"Daniele De Rossi",225,1,49
"2183",39386,67,"Daniele De Vezze",5,1,41
"2184",27672,70,"Daniele Dessena",139,1,20
"2185",41378,63,"Daniele Ficagna",23,1,54
"2186",39534,73,"Daniele Franceschini",29,1,147
"2187",37541,70,"Daniele Galloppa",115,1,55
"2188",24793,76,"Daniele Gastaldello",194,1,37
"2189",41661,66,"Daniele Mannini",79,1,50
"2190",42692,76,"Daniele Padelli",108,1,371
"2191",27675,67,"Daniele Paponi",6,1,57
"2192",24792,74,"Daniele Portanova",177,1,42
"2193",111747,63,"Daniele Ragatzu",8,1,44
"2194",358155,78,"Daniele Rugani",49,1,30
"2195",67298,56,"Daniele Russo",29,1,50
"2196",585237,69,"Daniele Verde",2,1,54
"2197",11863,71,"Danielson",175,1,44
"2198",119839,66,"Danijel Aleksic",34,2,70
"2199",38773,70,"Danijel Ljuboja",106,2,54
"2200",177652,59,"Danijel Marceta",8,1,54
"2201",25751,76,"Danijel Milicevic",89,1,51
"2202",30477,73,"Danijel Pranjic",63,4,48
"2203",183230,58,"Danijel Stojanovic",12,1,53
"2204",115184,81,"Danijel Subasic",108,1,403
"2205",362120,73,"Danilo Cataldi",26,1,49
"2206",130155,74,"Danilo D'Ambrosio",81,1,62
"2207",209312,75,"Danilo Dias",93,1,39
"2208",210704,75,"Danilo Fernando Avelar",70,2,20
"2209",240235,80,"Danilo Pereira",111,2,58
"2210",207039,72,"Danilo Soares",1,1,58
"2211",27708,68,"Danilo Soddimo",20,1,42
"2212",143403,66,"Danilo",13,1,45
"2213",185909,65,"Danilo",2,1,47
"2214",19249,78,"Danilo",174,1,41
"2215",208077,80,"Danilo",109,2,53
"2216",208943,67,"Danilo",1,1,64
"2217",281339,64,"Danilo",12,1,54
"2218",570432,78,"Danilo",39,2,55
"2219",36789,73,"Danko Lazovic",24,1,53
"2220",417818,69,"Danny Bakker",63,1,45
"2221",38979,61,"Danny Buijs",58,2,49
"2222",24408,63,"Danny Collins",83,1,45
"2223",240537,69,"Danny da Costa",22,1,54
"2224",173317,76,"Danny Drinkwater",51,1,47
"2225",32891,61,"Danny Grainger",125,1,54
"2226",40565,70,"Danny Guthrie",64,1,57
"2227",26721,61,"Danny Guyt",14,1,50
"2228",35467,65,"Danny Higginbotham",62,1,52
"2229",143512,68,"Danny Hoesen",33,1,60
"2230",45462,67,"Danny Holla",122,1,64
"2231",214426,76,"Danny Ings",38,1,57
"2232",32703,62,"Danny Invincibile",48,1,49
"2233",26451,68,"Danny Koevermans",18,1,53
"2234",162679,74,"Danny Latza",21,1,59
"2235",30338,70,"Danny Murphy",133,1,46
"2236",33941,59,"Danny Pugh",15,1,55
"2237",71360,58,"Danny Racchi",17,1,69
"2238",46353,78,"Danny Rose",106,1,55
"2239",26637,64,"Danny Schenkel",18,1,51
"2240",35438,67,"Danny Shittu",9,1,61
"2241",49571,72,"Danny Simpson",137,1,58
"2242",163165,68,"Danny Verbeek",43,1,58
"2243",254472,65,"Danny Ward",23,2,321
"2244",23271,63,"Danny Webber",4,1,48
"2245",113836,79,"Danny Welbeck",99,1,53
"2246",469296,61,"Danny Williams",63,1,47
"2247",168308,63,"Danny Wilson",60,2,42
"2248",33330,63,"Danny Wintjens",3,1,318
"2249",19000,61,"Dante Adrian Senger",35,1,52
"2250",38432,80,"Dante",191,1,51
"2251",520798,55,"Dany da Silva",2,1,270
"2252",491168,60,"Dany Maury",1,1,48
"2253",179522,69,"Dany Nounkeu",31,1,49
"2254",467478,62,"Danzell Gravenberch",2,1,44
"2255",355744,57,"Darian MacKinnon",57,1,5
"2256",18734,74,"Dario Cvitanich",74,2,60
"2257",39304,74,"Dario Dainelli",191,1,55
"2258",361946,67,"Dario Del Fabro",4,1,15
"2259",133201,63,"Dario Dumic",16,1,64
"2260",39732,68,"Dario Knezevic",28,1,57
"2261",29529,68,"Dario Kresic",1,1,338
"2262",104646,71,"Dario Lezcano",127,2,50
"2263",460004,64,"Dario Melnjak",6,1,46
"2264",30730,74,"Dario Simic,25",26,1,140
"2265",38248,69,"Dario Smoje",2,1,144
"2266",467511,63,"Dario Tanda",1,1,51
"2267",47155,70,"Dario Vidosic",37,2,62
"2268",158278,68,"Dario Vujicevic",44,1,67
"2269",687687,53,"Dario Zanatta",3,1,53
"2270",30340,69,"Darius Vassell",6,1,55
"2271",30977,65,"Dariusz Dudka",143,3,48
"2272",355434,64,"Dariusz Formella",9,1,62
"2273",68836,58,"Dariusz Jarecki",59,1,42
"2274",69328,58,"Dariusz Kolodziej",18,1,51
"2275",69276,61,"Dariusz Latka,27",87,1,37
"2276",68744,62,"Dariusz Pietrasiak",133,1,55
"2277",309050,63,"Dariusz Trela",74,1,311
"2278",357288,58,"Dariusz Zjawinski",13,1,59
"2279",164695,66,"Darko Bodul",26,3,48
"2280",304855,70,"Darko Jevtic",33,2,56
"2281",119014,73,"Darko Lazovic",6,1,55
"2282",26492,69,"Darl Douglas",74,1,60
"2283",150210,67,"Darley",5,1,335
"2284",449205,59,"Darnell Fisher",33,1,56
"2285",609733,66,"Darnell Furlong",3,1,55
"2286",32553,63,"Darren Barr",144,1,61
"2287",23949,73,"Darren Bent",135,1,44
"2288",32661,62,"Darren Dods",45,1,57
"2289",24148,75,"Darren Fletcher",153,1,52
"2290",206592,69,"Darren Keet",84,1,346
"2291",445515,56,"Darren Lyon",17,1,52
"2292",279109,57,"Darren Maatsen",18,2,45
"2293",32427,61,"Darren Mackie",61,1,43
"2294",17600,63,"Darren McGregor",80,1,54
"2295",32449,68,"Darren O'Dea",39,1,44
"2296",33048,67,"Darren Pratley",14,1,59
"2297",37780,73,"Darren Randolph",117,2,369
"2298",638613,62,"Darren Rosheuvel",1,1,64
"2299",24156,76,"Darron Gibson",52,1,55
"2300",31993,59,"Darryl Duffy",2,1,37
"2301",158841,71,"Darryl Lachman",85,1,56
"2302",181258,64,"Darryl Westlake",23,1,48
"2303",244904,70,"Darwin Andrade",23,1,36
"2304",289278,67,"Darwin Machis",2,1,49
"2305",104482,77,"Daryl Janmaat",203,2,50
"2306",24410,73,"Daryl Murphy",17,2,54
"2307",277609,67,"Daryl van Mieghem",34,1,65
"2308",447413,62,"Daryl Werker",2,1,55
"2309",354792,53,"Daryll Meggatt",2,1,55
"2310",196221,69,"Dave Bulthuis",78,1,63
"2311",23288,64,"Dave Kitson",20,1,46
"2312",163254,58,"David Abdul",2,1,125
"2313",18904,75,"David Abraham",164,3,45
"2314",139922,65,"David Addy",72,2,55
"2315",121633,85,"David Alaba",127,1,50
"2316",30666,75,"David Albelda",94,1,53
"2317",212715,66,"David Amoo",27,1,64
"2318",192923,58,"David Anon",1,1,53
"2319",39699,66,"David Baiocco",25,1,50
"2320",41294,74,"David Barral",152,1,52
"2321",17343,59,"David Barron",63,1,57
"2322",30612,78,"David Beckham",27,2,51
"2323",41119,61,"David Bellion",41,1,49
"2324",23760,73,"David Bentley",41,1,54
"2325",243240,67,"David Biton",28,2,50
"2326",24077,62,"David Buchanan",27,1,59
"2327",150320,65,"David Caiado",8,2,60
"2328",35983,64,"David Carney",7,2,53
"2329",32829,64,"David Clarkson",48,1,52
"2330",37456,69,"David Cobeno",28,1,355
"2331",165518,58,"David Cornell",5,1,295
"2332",37470,67,"David Cortes",92,1,35
"2333",479217,70,"David Costas",14,1,55
"2334",421797,59,"David Crespo",1,1,62
"2335",41722,64,"David Da Costa",161,1,312
"2336",187189,68,"David Davis",20,2,40
"2337",27009,64,"David De Freitas",19,1,50
"2338",182917,87,"David De Gea",222,2,429
"2339",41616,64,"David Degen",106,1,51
"2340",178291,64,"David Destorme",107,1,60
"2341",27665,67,"David Di Michele",76,2,54
"2342",41216,68,"David Ducourtioux",186,1,44
"2343",30342,65,"David Dunn",65,1,54
"2344",24234,67,"David Edgar",9,1,58
"2345",24676,68,"David Edwards",52,1,62
"2346",25505,57,"David Elebert",45,1,56
"2347",31643,66,"David Elm",3,1,40
"2348",557546,50,"David Ferguson",3,1,40
"2349",37290,63,"David Fernandez",37,1,129
"2350",46881,64,"David Fleurival",33,3,45
"2351",25070,63,"David Fox",23,1,62
"2352",140500,50,"David Frey",1,1,54
"2353",38468,71,"David Fuster Torrijos",11,1,46
"2354",33767,67,"David Garcia",51,1,37
"2355",74991,70,"David Garcia",18,1,60
"2356",37498,66,"David Generelo",1,1,54
"2357",40988,58,"David Gigliotti",7,1,54
"2358",528873,64,"David Goldar",1,1,64
"2359",42141,59,"David Gonzalez",36,1,292
"2360",50051,69,"David Gonzalez",14,1,344
"2361",32465,68,"David Goodwillie",109,2,58
"2362",25166,63,"David Graham",44,1,51
"2363",43279,62,"David Healy",8,1,42
"2364",41019,70,"David Hellebuyck",75,1,43
"2365",473937,63,"David Holman",2,1,47
"2366",238766,49,"David Hopkirk",2,1,47
"2367",104411,68,"David Hubert",115,1,64
"2368",610668,67,"David Ivan",12,1,53
"2369",36286,65,"David James",61,1,330
"2370",30749,74,"David Jarolim",109,2,56
"2371",30676,69,"David Jemmali",26,1,121
"2372",25415,71,"David Jones",84,1,64
"2373",246218,70,"David Junca",25,1,52
"2374",553597,63,"David Kinsombi",3,1,55
"2375",32697,64,"David Lilley",20,1,133
"2376",108572,74,"David Lomban",88,1,63
"2377",215584,76,"David Lopez",68,2,54
"2378",33866,70,"David Lopez",53,1,53
"2379",52133,83,"David Luiz",180,3,54
"2380",32725,66,"David Mackay",223,1,65
"2381",25797,56,"David Marazzi",39,1,41
"2382",32446,75,"David Marshall",37,1,371
"2383",193870,67,"David Mateos",13,1,62
"2384",32484,60,"David McCracken",42,1,58
"2385",32323,61,"David McNamee",9,1,60
"2386",150707,63,"David Mendes",28,2,56
"2387",33335,69,"David Mendes",36,1,59
"2388",21645,62,"David Meul",34,1,315
"2389",131583,71,"David Meyler",60,1,63
"2390",166768,57,"David Mitchell",1,1,290
"2391",289217,65,"David Moberg Karlsson",2,1,50
"2392",160901,56,"David Moser",6,1,281
"2393",30276,75,"David Navarro",189,2,48
"2394",41175,69,"David Ngog",78,2,64
"2395",23190,71,"David Nugent",49,1,70
"2396",112297,62,"David Obua",69,1,46
"2397",38243,66,"David Odonkor",1,1,46
"2398",50065,78,"David Ospina",211,2,393
"2399",37545,76,"David Pizarro",149,2,41
"2400",79247,70,"David Pollet",35,2,61
"2401",38138,61,"David Prieto",33,1,62
"2402",36287,60,"David Proctor",41,1,53
"2403",34259,65,"David Raven",112,1,56
"2404",2977,62,"David Rivas Rodriguez",5,1,51
"2405",25579,59,"David Robertson",56,1,56
"2406",169195,67,"David Rochela",5,1,65
"2407",102631,72,"David Rodriguez",3,1,52
"2408",30918,73,"David Rozehnal",123,4,59
"2409",46454,62,"David Salomon Abwo",42,1,37
"2410",41105,66,"David Sauget",126,1,36
"2411",37459,86,"David Silva",217,2,5
"2412",115512,73,"David Simao",121,1,65
"2413",358339,74,"David Simon",24,1,53
"2414",264839,53,"David Smith",19,1,44
"2415",31451,68,"David Sommeil",1,1,118
"2416",183414,57,"David Stephens",21,1,43
"2417",35477,72,"David Stockdale",37,1,364
"2418",43217,67,"David Strihavka",5,1,58
"2419",24415,74,"David Suazo",13,2,46
"2420",607134,55,"David Syme",7,1,54
"2421",23317,64,"David Templeton",57,1,41
"2422",206698,66,"David Texeira",43,1,51
"2423",243163,74,"David Timor Copovi",17,1,51
"2424",30728,74,"David Trezeguet",43,2,56
"2425",32969,58,"David van Zanten",131,1,46
"2426",131404,66,"David Vandenbroeck",64,1,60
"2427",40563,68,"David Vaughan",60,1,41
"2428",30909,81,"David Villa",153,1,46
"2429",338299,50,"David von Ballmoos",1,1,246
"2430",23998,69,"David Weir",111,1,51
"2431",24166,71,"David Wheater",60,1,58
"2432",242229,63,"David Wijns",3,1,48
"2433",308936,52,"David Wilson",5,1,49
"2434",114158,61,"David Witteveen",5,1,45
"2435",181262,65,"David Wotherspoon",196,1,53
"2436",42276,65,"David Zibung",253,1,325
"2437",99047,75,"David Zurutuza",119,1,56
"2438",103266,79,"Davide Astori",222,1,20
"2439",39294,70,"Davide Bassi",8,1,345
"2440",201617,61,"Davide Bertoncini",4,1,39
"2441",39222,70,"Davide Biondini",200,1,54
"2442",39203,65,"Davide Bombardini",24,1,49
"2443",24500,72,"Davide Brivio",96,1,43
"2444",612755,65,"Davide Calabria",3,1,56
"2445",25794,66,"Davide Calla",97,1,60
"2446",41811,63,"Davide Carrus",2,1,140
"2447",42262,73,"Davide Chiumiento",117,1,50
"2448",39435,70,"Davide Di Gennaro",13,1,54
"2449",43293,67,"Davide Dias,23",23,1,53
"2450",183076,67,"Davide Gavazzi",6,1,46
"2451",183425,59,"Davide Grassi",26,1,70
"2452",97487,67,"Davide Lanzafame",19,1,55
"2453",39721,71,"Davide Mandelli",59,1,45
"2454",30136,67,"Davide Marchini",16,1,149
"2455",305066,55,"Davide Mariani",17,1,50
"2456",39722,65,"Davide Moro",23,1,57
"2457",42425,70,"Davide Moscardelli",34,1,57
"2458",41665,69,"Davide Possanzini",5,1,55
"2459",150466,75,"Davide Santon",130,2,62
"2460",34270,55,"Davide Taini",7,1,272
"2461",244811,76,"Davide Zappacosta",40,1,45
"2462",41670,65,"Davide Zoboli",18,1,51
"2463",501568,72,"Davie Selke",23,1,55
"2464",37937,70,"Davino Verhulst",100,2,354
"2465",15661,58,"Davor Landeka",6,1,66
"2466",38249,63,"Davy De Beule",89,2,57
"2467",41005,69,"Davy de Fauw",151,2,63
"2468",298448,79,"Davy Klaassen",84,1,57
"2469",178765,77,"Davy Proepper",135,1,55
"2470",245599,69,"Davy Roef",1,1,347
"2471",34480,69,"Davy Schollen",11,1,349
"2472",69629,61,"Dawid Janczyk",28,2,55
"2473",502543,63,"Dawid Kownacki",21,1,57
"2474",13476,63,"Dawid Kucharski",10,1,47
"2475",463806,63,"Dawid Kudla",18,1,318
"2476",68773,67,"Dawid Nowak",74,1,65
"2477",13538,66,"Dawid Plizga",108,1,51
"2478",13557,61,"Dawid Soldecki",26,1,53
"2479",213111,64,"Daylon Claasen",61,2,71
"2480",444186,65,"De Amo",13,1,58
"2481",11833,62,"de Oliveira Cleber Monteiro",64,1,71
"2482",74672,72,"Dealbert",43,1,58
"2483",23139,81,"Dean Ashton",4,1,111
"2484",23114,66,"Dean Brill",61,1,328
"2485",22894,69,"Dean Hammond",9,1,59
"2486",24705,59,"Dean Holden",16,1,51
"2487",23950,63,"Dean Kiely",3,1,311
"2488",467027,66,"Dean Koolhof",5,1,66
"2489",34437,70,"Dean Marney",61,1,49
"2490",32087,68,"Dean Moxey",18,1,40
"2491",39107,60,"Dean Shiels",49,1,60
"2492",24411,71,"Dean Whitehead",130,1,59
"2493",23605,66,"Dean Windass",1,1,129
"2494",432040,71,"DeAndre Yedlin",21,1,51
"2495",232094,58,"Declan Gallagher",24,1,48
"2496",410359,68,"Declan John",16,1,48
"2497",263676,59,"Declan McDaid",6,1,50
"2498",127712,70,"Declan Rudd",12,1,351
"2499",30686,76,"Deco",31,1,54
"2500",27360,75,"Dede",24,1,48
"2501",191616,72,"Dedryck Boyata",47,3,53
"2502",309537,72,"Deivid",24,1,68
"2503",32580,65,"Deividas Cesnauskis",2,1,153
"2504",496054,70,"Dejan Drazic",1,1,46
"2505",308309,65,"Dejan Janjatovic",97,1,55
"2506",38186,62,"Dejan Kelhar",37,2,45
"2507",161662,71,"Dejan Lazarevic",9,1,47
"2508",179009,70,"Dejan Lekic",15,1,38
"2509",114268,79,"Dejan Lovren",144,2,58
"2510",249225,66,"Dejan Meleg",5,1,40
"2511",31307,69,"Dejan Milovanovic",9,1,142
"2512",115719,64,"Dejan Skolnik",37,1,57
"2513",30724,78,"Dejan Stankovic",87,1,47
"2514",197952,60,"Dejan Stojanovic",5,1,304
"2515",14551,65,"Dekel Keinan",3,1,44
"2516",45503,64,"Dele Adeleye",33,1,48
"2517",363333,77,"Dele Alli",28,1,41
"2518",210978,64,"Deleu",117,1,45
"2519",115429,73,"Delvin N'Dinga",70,1,50
"2520",492586,68,"Demarai Gray",1,1,51
"2521",35411,82,"Demba Ba",137,2,42
"2522",490181,66,"Demba Camara",4,1,63
"2523",27573,65,"Deme N'Diaye",29,2,49
"2524",106640,71,"Demetris Christofi",37,1,51
"2525",26450,69,"Demy de Zeeuw",71,1,46
"2526",31909,58,"Denes Rosa",10,1,130
"2527",512730,65,"Deni Milosevic",13,1,45
"2528",39297,72,"Denilson",61,1,57
"2529",171250,71,"Denis Alibec",3,1,48
"2530",664962,64,"Denis Bouanga",3,1,55
"2531",359197,79,"Denis Cheryshev",25,1,52
"2532",6757,60,"Denis Dessaer",1,1,42
"2533",107994,65,"Denis Halilovic",15,1,41
"2534",149150,72,"Denis Odoi",127,1,53
"2535",155639,69,"Denis Oliynyk",40,1,57
"2536",79248,71,"Denis Petric",11,1,344
"2537",166717,64,"Denis Popovic",15,1,54
"2538",251131,62,"Denis Prychynenko",1,1,43
"2539",208487,54,"Denis Simijonovic",5,1,53
"2540",160196,72,"Denis Stracqualursi",7,1,52
"2541",396884,62,"Denis Streker",2,1,65
"2542",282281,79,"Denis Suarez",41,1,48
"2543",212870,61,"Denis Thomalla",3,1,64
"2544",97521,68,"Denis Tonucci",17,1,85
"2545",37047,64,"Denis Viane",53,1,40
"2546",598355,60,"Denis Zakaria",21,1,55
"2547",208743,68,"Deniss Rakels",48,1,62
"2548",26994,65,"Deniz Dogan",19,1,55
"2549",614163,60,"Deniz Hummet",2,1,60
"2550",164706,64,"Deniz Naki",6,1,50
"2551",352023,70,"Deniz Tueruec",59,1,61
"2552",94891,70,"Deniz Yilmaz",1,1,59
"2553",521280,59,"Dennes de Kegel",7,1,60
"2554",39940,66,"Denni Avdic",35,2,58
"2555",33338,76,"Dennis Aogo",172,1,55
"2556",210126,71,"Dennis Appiah",67,1,50
"2557",145538,67,"Dennis Daube",7,1,67
"2558",141113,75,"Dennis Diekmeier",144,1,48
"2559",36058,69,"Dennis Eilhoff",34,1,342
"2560",36013,65,"Dennis Gentenaar",56,1,322
"2561",39844,64,"Dennis Grote",11,1,47
"2562",133126,63,"Dennis Hediger",153,1,53
"2563",33342,67,"Dennis Kruppke",6,1,47
"2564",26288,68,"Dennis Oliech",110,1,52
"2565",282012,77,"Dennis Praet",63,1,46
"2566",23951,65,"Dennis Rommedahl",26,1,49
"2567",26799,64,"Dennis Soerensen",17,1,53
"2568",150217,64,"Dennis Telgenkamp",24,1,318
"2569",725718,60,"Dennis van der Heijden",1,1,54
"2570",31436,62,"Dennis Wyness",17,1,116
"2571",34492,66,"Denny Landzaat",53,1,41
"2572",352408,61,"Denzel Slager",1,1,59
"2573",35439,61,"Derek Asamoah",1,1,62
"2574",34381,71,"Derek Boateng",72,3,55
"2575",37243,60,"Derek Lyle",13,1,41
"2576",39660,59,"Derek Riordan",93,1,58
"2577",38761,60,"Derek Young",53,1,46
"2578",287232,66,"Derick Chuka Ogbu",44,1,40
